driver_age,driver_gender,driving_experience_years,accident_history_count,license_points,vehicle_type,vehicle_age_years,vehicle_value_brl,annual_mileage_km,usage_type,region,city_size,coverage_type,has_deductible,monthly_insurance_cost
18,M,0,1,0,Pickup,4,99983,29730,Entrega,Sudeste,Media,Completa,0,2847.02
20,M,0,0,0,Sedan,12,20000,7212,Trabalho,Nordeste,Pequena,Intermediária,1,150.0
41,F,22,1,0,Sports,5,228467,14454,Entrega,Sudeste,Media,Completa,0,3000.0
40,F,21,1,0,Sports,4,220205,11792,Entrega,Sul,Grande,Básica,0,1748.37
25,M,5,2,0,Minivan,0,102442,14554,Pessoal,Sudeste,Grande,Intermediária,1,582.57
64,F,45,1,6,SUV,9,100691,13703,Trabalho,Sudeste,Grande,Intermediária,1,1263.19
54,M,34,0,0,Sedan,0,76141,18219,Pessoal,Centro-Oeste,Grande,Intermediária,1,259.56
20,F,0,1,4,SUV,3,144529,29762,Pessoal,Norte,Media,Completa,1,2513.57
68,M,50,0,2,SUV,14,89504,20399,Trabalho,Centro-Oeste,Media,Básica,1,500.93
50,F,32,3,0,Sedan,2,66728,23229,Pessoal,Nordeste,Grande,Básica,1,246.43
45,M,25,1,6,Hatchback,10,20000,12660,Trabalho,Sudeste,Grande,Intermediária,1,150.0
64,F,44,0,2,SUV,7,121562,6702,Trabalho,Nordeste,Grande,Intermediária,0,746.55
25,F,5,4,0,Sports,11,198383,21774,Pessoal,Nordeste,Grande,Completa,0,3000.0
51,F,31,1,4,Sedan,11,31496,22038,Uber,Centro-Oeste,Grande,Completa,1,380.87
52,F,32,0,0,Hatchback,6,28948,27219,Pessoal,Sudeste,Media,Básica,1,150.0
49,F,29,1,2,Pickup,14,49088,9271,Pessoal,Centro-Oeste,Grande,Intermediária,0,311.48
41,M,22,0,0,Pickup,10,74214,13955,Uber,Centro-Oeste,Media,Intermediária,0,474.55
31,M,11,2,4,Sports,14,178977,24784,Pessoal,Sudeste,Grande,Completa,1,3000.0
49,F,30,2,0,Hatchback,6,21803,26703,Trabalho,Nordeste,Grande,Completa,0,169.63
63,M,44,4,2,Sports,14,185389,16459,Pessoal,Norte,Pequena,Intermediária,1,2367.02
60,F,40,1,0,SUV,7,123682,28116,Pessoal,Sudeste,Media,Intermediária,0,938.13
33,F,13,1,2,SUV,13,87270,11674,Trabalho,Centro-Oeste,Grande,Básica,0,381.75
21,M,2,2,4,Sedan,9,26542,22469,Pessoal,Centro-Oeste,Pequena,Intermediária,1,436.78
69,F,50,0,0,Sedan,6,47259,10446,Pessoal,Centro-Oeste,Grande,Intermediária,1,189.87
54,M,34,1,2,Sedan,9,37400,25760,Pessoal,Sudeste,Grande,Intermediária,1,150.0
38,F,18,1,0,Sedan,1,77546,6963,Uber,Nordeste,Media,Intermediária,1,397.9
31,M,12,0,6,Sedan,3,57154,14977,Pessoal,Sudeste,Media,Intermediária,1,150.0
48,M,29,1,0,Sedan,14,20000,15466,Uber,Sul,Grande,Intermediária,1,150.0
65,F,46,3,4,Sedan,10,35749,10177,Pessoal,Nordeste,Grande,Intermediária,1,319.83
35,F,17,3,4,Sports,5,226230,16160,Trabalho,Centro-Oeste,Pequena,Básica,1,2002.01
24,F,5,0,0,Sedan,2,77765,9572,Uber,Nordeste,Grande,Básica,0,482.33
27,F,9,0,0,Hatchback,14,20000,12543,Pessoal,Sul,Grande,Básica,1,150.0
24,M,4,0,0,Sedan,2,61222,13907,Pessoal,Sul,Media,Completa,1,445.58
50,F,30,3,4,Sports,14,171501,21626,Trabalho,Norte,Pequena,Básica,0,1660.48
40,M,21,0,0,Sports,5,224050,11510,Trabalho,Sul,Grande,Completa,0,2437.24
38,F,18,2,2,Hatchback,0,66208,25299,Pessoal,Nordeste,Media,Básica,0,242.87
36,F,16,0,4,Hatchback,13,20000,22221,Trabalho,Nordeste,Media,Intermediária,1,150.0
65,F,45,1,0,Sedan,0,73729,8323,Trabalho,Centro-Oeste,Grande,Completa,0,682.2
36,F,16,0,2,Minivan,4,81157,24337,Trabalho,Sul,Media,Intermediária,0,461.91
53,M,35,2,0,Sports,0,259575,14537,Trabalho,Centro-Oeste,Pequena,Básica,1,1518.7
46,F,28,0,0,Sports,9,202476,15615,Pessoal,Nordeste,Grande,Básica,1,771.23
35,M,16,1,4,Hatchback,7,32945,6432,Entrega,Sudeste,Grande,Completa,0,397.27
19,F,0,0,0,SUV,1,149962,28238,Pessoal,Sudeste,Pequena,Intermediária,1,1484.39
18,M,0,2,0,Sports,5,217522,12655,Pessoal,Sudeste,Media,Intermediária,0,3000.0
64,F,44,3,6,Sedan,9,27391,13431,Pessoal,Sul,Grande,Intermediária,1,217.43
22,F,2,0,0,Hatchback,9,24059,13330,Pessoal,Nordeste,Media,Intermediária,1,150.0
37,M,19,3,10,Sedan,4,68567,16385,Pessoal,Nordeste,Media,Básica,1,326.26
28,M,10,1,10,Sports,9,207074,13611,Pessoal,Norte,Media,Intermediária,1,1701.63
59,F,40,0,0,Sedan,11,26796,18872,Pessoal,Sudeste,Pequena,Intermediária,0,150.0
19,M,1,1,0,Sedan,11,20000,21687,Trabalho,Nordeste,Grande,Básica,1,217.78
20,M,2,0,4,Hatchback,3,47269,7162,Pessoal,Sul,Grande,Completa,0,514.24
40,M,22,2,0,Pickup,0,124362,11486,Pessoal,Centro-Oeste,Media,Completa,0,1048.75
29,M,11,2,0,Hatchback,13,20000,9102,Pessoal,Centro-Oeste,Grande,Completa,1,150.0
37,F,19,0,4,Sedan,13,20000,28258,Pessoal,Norte,Media,Básica,1,150.0
22,F,3,1,0,Sedan,2,70715,20948,Pessoal,Nordeste,Grande,Intermediária,1,480.83
54,M,35,2,6,Pickup,12,53370,15418,Pessoal,Norte,Grande,Completa,0,553.8
55,M,37,3,0,Minivan,11,36908,6168,Entrega,Nordeste,Media,Básica,1,150.0
47,M,28,1,0,Pickup,3,114904,5415,Uber,Nordeste,Media,Básica,0,408.63
26,M,6,4,0,SUV,1,139307,15905,Uber,Sul,Media,Completa,1,1995.6
51,M,33,1,8,Sports,11,196297,18432,Pessoal,Nordeste,Media,Intermediária,0,2066.83
61,M,41,0,2,SUV,1,151881,10243,Pessoal,Centro-Oeste,Grande,Intermediária,0,997.53
52,M,33,2,4,SUV,1,138587,21533,Pessoal,Sudeste,Grande,Intermediária,0,1599.0
69,F,50,1,0,SUV,10,102385,27908,Trabalho,Sul,Media,Completa,1,1157.87
39,M,19,1,0,SUV,0,142413,10899,Pessoal,Centro-Oeste,Grande,Intermediária,0,766.12
61,F,42,1,0,Pickup,9,75952,5838,Pessoal,Sudeste,Media,Completa,1,533.76
41,F,23,2,0,SUV,1,138457,11144,Pessoal,Sudeste,Media,Intermediária,0,864.47
34,F,14,2,2,SUV,5,123464,14888,Pessoal,Centro-Oeste,Grande,Intermediária,0,977.47
27,F,9,1,2,Sedan,2,61150,17531,Entrega,Norte,Media,Intermediária,1,285.64
47,F,27,0,0,Sedan,9,39537,20935,Trabalho,Nordeste,Grande,Básica,1,238.31
63,F,44,1,8,Hatchback,4,37454,12466,Trabalho,Sudeste,Media,Intermediária,0,282.24
40,F,20,1,0,Sedan,0,84785,20095,Pessoal,Sudeste,Grande,Intermediária,0,506.9
49,F,29,0,8,Sedan,7,46581,16193,Uber,Sul,Grande,Completa,1,437.04
34,F,16,2,0,Hatchback,12,20000,6320,Trabalho,Sudeste,Media,Intermediária,0,150.0
67,F,48,1,0,Hatchback,3,44808,18264,Uber,Sul,Media,Intermediária,1,343.71
68,M,50,0,0,Pickup,8,89562,17227,Pessoal,Norte,Media,Intermediária,0,384.6
34,M,15,0,0,SUV,3,141368,22907,Pessoal,Sudeste,Media,Completa,1,859.63
31,M,13,0,2,Sports,13,180577,10234,Trabalho,Sul,Media,Intermediária,0,1352.45
26,F,6,3,0,Minivan,14,24081,17070,Pessoal,Sudeste,Grande,Básica,1,150.0
57,F,39,0,0,Pickup,14,46454,11144,Uber,Sudeste,Media,Completa,1,354.37
19,F,0,0,4,Hatchback,14,20000,5552,Entrega,Sudeste,Media,Intermediária,1,205.91
62,F,43,1,2,SUV,1,137671,25140,Pessoal,Sul,Grande,Intermediária,1,1115.86
42,M,22,0,4,Minivan,2,90971,25055,Pessoal,Norte,Media,Intermediária,1,330.66
56,M,37,0,0,Sedan,4,64970,21865,Pessoal,Sudeste,Pequena,Intermediária,0,307.07
26,F,8,0,2,Sedan,11,21387,20969,Uber,Sul,Grande,Intermediária,0,150.0
39,F,19,1,2,SUV,9,101833,5599,Trabalho,Sul,Pequena,Básica,1,307.57
60,F,41,1,0,Sedan,14,20000,20098,Pessoal,Sudeste,Grande,Completa,1,180.6
63,M,44,0,0,Minivan,12,30514,29061,Pessoal,Sul,Grande,Básica,0,150.0
21,F,3,1,0,Hatchback,12,20000,19800,Pessoal,Sul,Grande,Intermediária,1,150.0
43,F,25,4,0,Hatchback,13,20000,14356,Trabalho,Sudeste,Media,Básica,1,150.0
46,F,26,0,0,Hatchback,5,35633,17870,Pessoal,Centro-Oeste,Grande,Intermediária,1,150.0
62,F,43,0,0,SUV,6,125380,17424,Pessoal,Sul,Pequena,Básica,1,460.31
51,F,33,0,2,Sedan,3,73212,6982,Trabalho,Sudeste,Pequena,Intermediária,1,213.69
40,M,20,1,2,Hatchback,6,26861,23018,Pessoal,Sudeste,Media,Intermediária,0,150.0
54,F,35,2,8,Hatchback,14,20000,12830,Pessoal,Sul,Media,Básica,1,150.0
28,F,9,0,4,SUV,9,101345,7997,Pessoal,Sudeste,Pequena,Intermediária,1,397.31
23,F,3,2,0,Pickup,2,118551,22070,Pessoal,Sul,Pequena,Completa,0,1357.91
35,F,15,0,6,Sedan,6,53960,16606,Pessoal,Sul,Media,Intermediária,1,279.4
38,M,20,1,6,Sedan,3,61532,26913,Entrega,Sudeste,Media,Completa,1,826.71
59,M,40,2,0,Sedan,12,20000,6759,Trabalho,Sul,Media,Completa,0,150.0
53,F,34,0,2,SUV,12,94569,12023,Uber,Sul,Media,Completa,0,806.1
58,F,39,1,10,Pickup,7,84848,27592,Uber,Sudeste,Grande,Completa,0,2182.57
55,F,35,0,2,Pickup,8,78793,18892,Pessoal,Norte,Media,Intermediária,1,228.75
51,M,33,2,6,SUV,6,115439,28618,Pessoal,Centro-Oeste,Grande,Completa,1,1753.44
34,F,15,0,0,Hatchback,7,20000,23864,Pessoal,Nordeste,Grande,Completa,1,156.36
54,F,34,3,0,Hatchback,7,24583,20409,Trabalho,Nordeste,Media,Completa,0,226.41
42,F,23,0,0,Sedan,1,79411,14529,Trabalho,Norte,Pequena,Básica,1,154.73
55,M,37,3,2,Sedan,8,43117,28860,Pessoal,Nordeste,Pequena,Completa,1,317.22
29,F,10,0,4,Minivan,5,72386,29154,Pessoal,Centro-Oeste,Media,Completa,1,427.69
40,F,22,2,10,Hatchback,10,20000,5114,Pessoal,Sudeste,Media,Completa,0,150.0
59,M,41,0,0,Minivan,3,94050,17149,Pessoal,Sul,Grande,Básica,1,217.42
39,F,20,3,0,SUV,14,86933,21952,Uber,Centro-Oeste,Media,Básica,1,646.18
38,F,19,0,4,Hatchback,4,47628,20701,Pessoal,Norte,Grande,Completa,0,202.08
44,F,26,0,2,Sedan,9,37078,14745,Uber,Sudeste,Grande,Intermediária,1,276.57
48,M,28,1,0,Sedan,4,56205,29335,Pessoal,Centro-Oeste,Media,Intermediária,1,222.7
23,M,5,0,0,SUV,6,123869,7689,Trabalho,Sudeste,Grande,Completa,0,1517.3
44,M,25,0,4,SUV,13,75658,25974,Uber,Sudeste,Grande,Básica,1,595.3
57,M,38,3,4,Sedan,8,44382,24724,Uber,Sudeste,Pequena,Intermediária,0,666.52
51,M,31,4,0,Sedan,6,52122,7988,Pessoal,Sudeste,Grande,Intermediária,1,411.38
29,F,11,0,0,Sedan,8,41059,8151,Pessoal,Sudeste,Grande,Intermediária,0,248.67
62,M,44,3,10,Hatchback,3,48335,16719,Pessoal,Centro-Oeste,Grande,Intermediária,0,669.57
24,F,6,1,2,SUV,9,113075,20658,Pessoal,Nordeste,Grande,Básica,1,695.15
27,F,8,0,0,Sedan,13,20000,24399,Trabalho,Nordeste,Grande,Básica,1,150.0
62,F,44,2,0,Sedan,9,36258,14013,Uber,Sul,Media,Intermediária,1,285.64
34,F,14,1,4,Sedan,3,65139,11345,Pessoal,Nordeste,Grande,Completa,1,480.77
43,F,24,4,0,Hatchback,5,34557,8574,Pessoal,Sudeste,Pequena,Intermediária,1,155.99
38,F,19,0,0,Sedan,7,42735,12838,Pessoal,Sudeste,Grande,Básica,1,150.0
45,M,27,1,2,Pickup,13,64514,22992,Uber,Centro-Oeste,Media,Básica,1,423.8
63,M,43,0,0,Sedan,8,47351,21943,Entrega,Sudeste,Media,Completa,0,532.45
19,F,0,0,2,Sedan,0,87788,18329,Pessoal,Sul,Media,Completa,0,959.53
60,F,41,0,0,Sports,0,249947,28005,Pessoal,Sudeste,Media,Intermediária,1,1964.93
18,M,0,5,2,Hatchback,12,20000,19823,Trabalho,Centro-Oeste,Pequena,Básica,1,189.34
68,F,50,2,0,Sedan,7,49795,28510,Trabalho,Sudeste,Grande,Intermediária,0,712.85
53,F,33,2,0,Pickup,10,79352,10565,Pessoal,Centro-Oeste,Media,Completa,0,590.25
68,M,50,1,0,SUV,6,111579,9435,Uber,Centro-Oeste,Pequena,Intermediária,0,929.42
43,F,23,0,8,Pickup,8,80987,10650,Entrega,Centro-Oeste,Grande,Intermediária,1,433.9
46,F,27,0,6,Hatchback,10,20000,23265,Pessoal,Nordeste,Grande,Intermediária,0,150.0
38,M,18,0,0,Hatchback,2,40050,25553,Pessoal,Sudeste,Grande,Completa,0,283.04
28,F,8,0,4,Minivan,9,51452,25247,Pessoal,Sul,Media,Básica,1,176.89
57,M,37,2,2,Sedan,11,20153,12436,Pessoal,Sudeste,Grande,Completa,1,200.73
28,F,9,1,10,Hatchback,4,45340,8708,Pessoal,Sudeste,Grande,Intermediária,0,328.81
53,M,35,0,0,SUV,2,143900,19451,Pessoal,Centro-Oeste,Media,Intermediária,1,534.0
66,M,47,0,2,Sedan,14,20000,6709,Pessoal,Sul,Media,Intermediária,0,150.0
56,F,38,0,0,Sedan,4,52787,29244,Pessoal,Sudeste,Grande,Intermediária,1,267.09
57,F,37,1,0,Sedan,9,38381,14953,Pessoal,Nordeste,Grande,Intermediária,0,186.16
52,M,32,3,8,Hatchback,0,65589,6692,Pessoal,Centro-Oeste,Media,Intermediária,1,333.98
51,M,31,1,2,Hatchback,13,20000,20523,Trabalho,Centro-Oeste,Pequena,Básica,1,150.0
64,F,44,2,0,Hatchback,10,20000,19322,Trabalho,Nordeste,Media,Intermediária,1,150.0
41,M,21,1,0,Sedan,3,62019,14437,Pessoal,Nordeste,Media,Intermediária,0,191.31
39,M,21,0,4,SUV,5,122607,5125,Pessoal,Centro-Oeste,Grande,Básica,1,374.98
22,M,4,0,2,Sports,1,245928,17944,Trabalho,Sudeste,Grande,Completa,0,3000.0
50,M,30,3,0,SUV,12,95657,6199,Pessoal,Norte,Media,Básica,1,234.12
53,F,34,2,8,Hatchback,6,28598,11092,Entrega,Sudeste,Pequena,Intermediária,1,207.19
64,F,45,0,0,Pickup,7,86571,21375,Pessoal,Sul,Media,Básica,1,327.26
37,M,17,1,0,Pickup,0,126206,7711,Trabalho,Sudeste,Pequena,Intermediária,1,572.81
36,F,18,1,6,SUV,12,91887,14182,Pessoal,Centro-Oeste,Pequena,Intermediária,1,502.97
52,M,33,1,0,Sports,3,240028,27612,Trabalho,Norte,Grande,Intermediária,1,2422.77
69,F,50,3,0,SUV,10,105975,10995,Uber,Sul,Grande,Básica,1,793.46
60,F,41,1,2,Sports,3,238839,13182,Uber,Sul,Grande,Básica,1,1995.64
34,M,14,1,4,Sedan,12,23919,10502,Entrega,Nordeste,Grande,Completa,1,220.21
62,F,43,0,0,Sedan,4,55412,17920,Pessoal,Norte,Grande,Intermediária,1,283.76
60,F,41,0,8,Sedan,13,20000,27144,Pessoal,Sudeste,Pequena,Intermediária,1,150.0
51,M,32,0,4,Pickup,11,59909,26966,Pessoal,Sudeste,Grande,Básica,1,357.05
26,M,7,0,0,SUV,11,100478,23882,Pessoal,Centro-Oeste,Grande,Completa,1,676.41
43,M,25,2,4,Sedan,3,66094,7565,Pessoal,Sudeste,Grande,Básica,1,257.89
19,F,0,2,0,Sedan,8,49646,28373,Uber,Nordeste,Pequena,Completa,0,1150.26
26,F,6,0,0,Sports,6,229373,26174,Uber,Sul,Media,Intermediária,1,2177.69
26,F,8,2,4,Pickup,12,57654,15789,Pessoal,Sul,Pequena,Intermediária,1,240.89
57,F,39,0,8,Hatchback,1,60982,10024,Pessoal,Sul,Pequena,Intermediária,0,239.17
34,F,14,0,0,Hatchback,0,68608,29691,Pessoal,Sudeste,Media,Completa,1,336.09
18,F,0,0,0,SUV,8,102920,6031,Trabalho,Sul,Grande,Intermediária,1,844.45
42,F,23,0,0,SUV,0,145615,6241,Pessoal,Sul,Grande,Intermediária,0,485.86
60,M,40,0,0,Sports,5,219315,6742,Uber,Nordeste,Grande,Intermediária,1,1596.1
57,F,38,1,0,Sedan,14,20000,10709,Trabalho,Sul,Media,Completa,1,150.0
59,F,41,1,0,SUV,14,72783,27383,Trabalho,Norte,Grande,Intermediária,1,515.54
42,M,23,4,2,SUV,1,144605,19739,Pessoal,Sudeste,Grande,Básica,1,1154.85
56,F,37,0,0,SUV,3,137789,16830,Pessoal,Centro-Oeste,Media,Básica,1,379.76
52,M,33,0,0,SUV,5,126840,25474,Uber,Sul,Media,Básica,1,539.89
20,M,0,0,4,SUV,4,139192,18778,Trabalho,Sul,Media,Básica,0,1291.97
67,F,49,1,4,Sedan,10,23331,13160,Entrega,Sudeste,Grande,Básica,1,197.52
54,M,35,0,0,SUV,5,133562,28267,Pessoal,Sudeste,Pequena,Intermediária,1,630.39
61,M,41,2,0,Sedan,2,77181,17375,Trabalho,Nordeste,Media,Básica,1,307.88
61,M,42,1,2,Sedan,4,52846,26513,Pessoal,Nordeste,Grande,Intermediária,1,344.11
68,F,50,1,0,Sedan,1,65929,9403,Trabalho,Centro-Oeste,Media,Intermediária,0,356.99
47,M,28,1,0,Pickup,6,84818,27961,Trabalho,Sudeste,Pequena,Básica,1,448.91
55,F,37,0,4,SUV,2,149475,9897,Trabalho,Nordeste,Grande,Básica,1,550.3
51,M,32,0,0,Hatchback,0,52262,5163,Trabalho,Centro-Oeste,Grande,Básica,0,150.0
29,F,11,0,0,Hatchback,13,20000,8310,Pessoal,Norte,Media,Básica,1,150.0
36,F,17,1,0,Hatchback,7,22549,24772,Entrega,Nordeste,Grande,Completa,1,150.0
54,M,36,0,0,SUV,7,124864,22379,Entrega,Sul,Pequena,Intermediária,1,619.98
61,M,42,0,0,SUV,2,149726,19991,Pessoal,Sudeste,Grande,Básica,1,807.49
66,M,47,4,12,SUV,12,89409,27545,Uber,Sudeste,Media,Intermediária,0,3000.0
34,F,14,0,0,Hatchback,6,29656,23261,Pessoal,Centro-Oeste,Media,Básica,1,150.0
27,M,7,2,0,SUV,8,104174,29487,Trabalho,Sudeste,Media,Intermediária,0,1163.02
66,M,48,2,0,Pickup,7,79770,24648,Pessoal,Nordeste,Grande,Intermediária,1,670.96
64,M,45,0,8,Sports,2,235833,22732,Entrega,Sudeste,Grande,Intermediária,1,3000.0
29,M,11,0,2,Sedan,14,20000,7251,Pessoal,Sul,Grande,Intermediária,1,150.0
33,M,13,0,0,Sedan,12,20000,16092,Pessoal,Sul,Grande,Básica,1,150.0
41,F,23,1,6,Hatchback,1,46037,28674,Pessoal,Sudeste,Grande,Intermediária,0,416.5
36,F,18,1,0,SUV,12,86242,29402,Pessoal,Centro-Oeste,Pequena,Completa,1,612.42
25,M,5,2,0,Sedan,9,34651,11590,Trabalho,Sudeste,Grande,Completa,1,341.67
48,F,29,3,0,Sports,6,222321,12658,Pessoal,Centro-Oeste,Media,Básica,1,1326.93
38,M,20,1,0,Sedan,6,46162,21816,Trabalho,Sul,Grande,Intermediária,0,329.65
34,F,14,0,0,Sports,8,204073,27127,Entrega,Sul,Media,Intermediária,1,1800.82
40,F,21,0,2,Hatchback,4,47667,10247,Trabalho,Centro-Oeste,Pequena,Completa,1,198.94
54,F,34,2,0,Pickup,3,111035,12715,Uber,Sudeste,Grande,Básica,1,749.74
33,F,15,0,2,Sedan,7,41732,8817,Pessoal,Centro-Oeste,Pequena,Intermediária,1,150.0
23,M,4,0,0,Sedan,13,20000,22454,Pessoal,Nordeste,Media,Básica,0,265.99
25,F,6,2,0,SUV,3,127184,9600,Pessoal,Nordeste,Pequena,Intermediária,1,518.11
42,F,22,1,0,Sedan,3,68890,29690,Pessoal,Sul,Media,Intermediária,1,317.77
35,M,15,3,8,SUV,11,104571,14982,Uber,Sudeste,Grande,Completa,0,3000.0
42,F,22,1,0,SUV,13,84417,5994,Pessoal,Centro-Oeste,Grande,Completa,1,479.85
29,M,10,0,2,Sedan,11,20495,25702,Uber,Nordeste,Grande,Intermediária,1,150.0
32,F,13,3,0,Sedan,1,83681,9731,Pessoal,Nordeste,Media,Intermediária,0,450.73
43,M,25,0,0,Pickup,12,64781,27452,Trabalho,Sul,Pequena,Básica,0,268.75
58,M,39,0,0,Sedan,14,20000,12670,Pessoal,Sul,Media,Intermediária,0,150.0
62,F,44,1,0,Sedan,0,78469,26151,Pessoal,Sudeste,Grande,Intermediária,1,549.11
43,F,23,0,0,Hatchback,3,47399,22341,Trabalho,Centro-Oeste,Pequena,Básica,0,150.0
64,M,44,1,0,Minivan,6,76202,13287,Pessoal,Sudeste,Media,Completa,0,679.47
49,M,30,0,4,SUV,11,104928,23538,Trabalho,Sul,Grande,Básica,1,528.6
27,F,7,1,0,Sedan,8,40985,22015,Pessoal,Centro-Oeste,Grande,Intermediária,1,229.67
33,M,13,0,2,Hatchback,8,20000,16876,Pessoal,Sudeste,Grande,Completa,1,150.0
24,M,5,2,0,Sports,11,201775,27429,Uber,Sul,Pequena,Completa,0,3000.0
34,F,16,2,2,Pickup,9,65968,22081,Pessoal,Sul,Pequena,Completa,1,504.04
40,F,21,0,2,Hatchback,14,20000,21415,Trabalho,Sudeste,Grande,Básica,1,150.0
43,M,25,0,0,SUV,0,145151,20852,Pessoal,Sudeste,Grande,Completa,1,1028.76
38,F,19,0,0,SUV,4,130818,27593,Trabalho,Sudeste,Media,Básica,1,508.92
39,F,20,0,4,Sedan,6,59691,18490,Pessoal,Sul,Pequena,Completa,1,364.18
24,F,4,2,6,Hatchback,12,20000,26258,Pessoal,Sul,Media,Intermediária,0,262.17
31,F,12,2,0,Hatchback,6,26125,10562,Pessoal,Sudeste,Media,Completa,1,150.0
32,M,13,0,0,Minivan,9,49370,13740,Pessoal,Centro-Oeste,Grande,Básica,1,150.0
24,M,6,0,6,Sedan,5,49838,7248,Pessoal,Sul,Media,Intermediária,1,341.48
26,M,6,0,0,Sedan,10,36175,11192,Trabalho,Sudeste,Grande,Completa,1,225.61
68,F,50,1,2,SUV,9,98134,14895,Trabalho,Sul,Pequena,Completa,1,894.04
65,M,47,0,0,Hatchback,3,47691,11406,Pessoal,Sul,Grande,Básica,1,150.0
25,F,5,4,0,Pickup,2,110431,6156,Pessoal,Sul,Pequena,Completa,1,702.23
67,M,47,2,2,Sedan,11,26556,19318,Pessoal,Sul,Grande,Básica,1,150.0
40,M,20,0,2,Sedan,12,20000,13535,Pessoal,Centro-Oeste,Pequena,Intermediária,1,150.0
46,F,27,1,0,SUV,8,102669,10295,Pessoal,Sudeste,Grande,Intermediária,1,617.94
35,M,15,3,0,SUV,14,86659,17264,Pessoal,Nordeste,Grande,Básica,1,482.86
48,M,28,1,4,Sports,11,201081,11154,Entrega,Sul,Media,Básica,1,1342.51
47,F,27,0,2,SUV,12,92938,23632,Trabalho,Sul,Grande,Completa,1,686.44
69,M,51,0,0,Pickup,9,70717,14136,Pessoal,Sudeste,Pequena,Intermediária,0,374.72
56,F,38,2,2,Hatchback,3,47282,18213,Pessoal,Nordeste,Media,Básica,1,205.32
52,F,33,1,4,Pickup,7,89891,17072,Trabalho,Sudeste,Media,Completa,0,947.43
35,M,17,1,4,SUV,12,89297,15242,Pessoal,Sudeste,Pequena,Completa,1,673.24
59,F,40,3,2,Pickup,0,124201,8285,Trabalho,Sudeste,Pequena,Intermediária,0,1001.43
56,M,38,3,0,Sedan,6,56289,14522,Uber,Sul,Media,Básica,1,245.3
34,M,14,3,4,SUV,11,97873,7003,Pessoal,Norte,Pequena,Básica,1,246.45
31,M,13,0,2,Sedan,5,61512,24999,Pessoal,Sudeste,Grande,Intermediária,1,285.81
48,M,29,1,0,SUV,12,99952,14979,Trabalho,Nordeste,Grande,Intermediária,1,537.9
41,F,23,2,0,SUV,11,98448,15438,Entrega,Centro-Oeste,Media,Intermediária,1,642.78
52,M,32,2,0,Sedan,0,85198,19227,Pessoal,Sudeste,Grande,Completa,1,825.47
61,F,42,1,2,Minivan,14,27622,8672,Trabalho,Sul,Media,Intermediária,0,248.47
62,F,42,0,0,Sedan,3,63080,12458,Pessoal,Centro-Oeste,Grande,Básica,0,224.59
51,F,31,2,2,Pickup,11,57402,23539,Pessoal,Sul,Grande,Completa,1,602.57
20,M,1,2,6,Minivan,14,38031,8479,Trabalho,Sudeste,Pequena,Intermediária,0,511.08
54,M,34,0,4,Sedan,13,20000,19887,Uber,Centro-Oeste,Media,Intermediária,1,150.0
60,F,40,1,6,Hatchback,4,32193,5051,Trabalho,Nordeste,Pequena,Completa,0,151.63
57,M,39,0,10,Sedan,10,30239,7159,Trabalho,Centro-Oeste,Media,Completa,1,209.82
43,M,23,0,0,Sedan,7,54488,9390,Pessoal,Centro-Oeste,Grande,Intermediária,1,150.0
40,M,20,0,2,SUV,14,88518,25035,Pessoal,Sul,Grande,Básica,1,310.35
61,M,41,1,0,Minivan,3,94997,28740,Pessoal,Sudeste,Grande,Completa,0,1320.79
56,F,36,1,6,Sedan,2,68583,21080,Pessoal,Sul,Pequena,Intermediária,0,386.91
32,M,13,1,0,Hatchback,1,63663,7112,Trabalho,Centro-Oeste,Grande,Intermediária,1,291.1
66,M,48,1,10,SUV,3,137875,17752,Pessoal,Norte,Grande,Intermediária,0,1463.52
21,M,1,2,2,Sports,10,200686,19593,Trabalho,Sudeste,Pequena,Intermediária,1,3000.0
46,F,26,0,4,Sedan,9,42536,27149,Trabalho,Sul,Media,Completa,1,353.93
39,F,20,0,0,Hatchback,13,20000,20339,Pessoal,Sudeste,Grande,Intermediária,0,150.0
42,M,22,3,0,Hatchback,12,20000,6354,Pessoal,Nordeste,Grande,Completa,1,193.3
30,F,11,0,4,Hatchback,3,45367,10620,Trabalho,Sudeste,Pequena,Completa,1,233.53
35,F,17,4,0,Minivan,12,49629,8754,Entrega,Sul,Pequena,Completa,0,531.54
50,F,32,2,4,Pickup,9,78337,21593,Trabalho,Norte,Grande,Intermediária,1,745.0
33,F,13,1,0,Sedan,4,56654,21167,Pessoal,Nordeste,Grande,Completa,0,320.09
62,M,42,4,2,SUV,12,99322,27616,Pessoal,Sul,Pequena,Intermediária,1,1110.78
59,M,39,0,0,SUV,6,129010,29230,Pessoal,Norte,Media,Básica,1,412.32
61,M,42,0,2,SUV,8,117333,27555,Pessoal,Sudeste,Pequena,Completa,0,1280.21
19,M,0,1,2,SUV,1,147693,5237,Trabalho,Sudeste,Media,Intermediária,1,1666.78
52,F,32,0,0,SUV,4,129241,13527,Trabalho,Sudeste,Pequena,Básica,1,312.72
59,M,41,3,0,SUV,10,94075,13075,Pessoal,Nordeste,Grande,Básica,0,566.0
51,M,31,0,0,Minivan,9,57651,22960,Pessoal,Centro-Oeste,Grande,Básica,1,216.28
47,F,29,1,2,Sedan,8,39275,13691,Pessoal,Sul,Media,Completa,1,270.65
